"position.page","position.position","position.global_position","asin","price.discounted","price.current_price","price.currency","price.before_price","price.savings_amount","price.savings_percent","reviews.total_reviews","reviews.rating","url","score","sponsored","amazonChoice","bestSeller","amazonPrime","title","thumbnail"
3,59,186,"B08ML1VL3Q",false,0,"USD",0,0,0,204,4,"https://www.amazon.com/dp/B08ML1VL3Q","816.00",false,false,false,false,"Friends and Foes: A Read Wine Bookstore Cozy Mystery Book 1","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/81pvqtojqOL._AC_UL320_.jpg"
3,60,187,"B07637WJN4",false,0,"USD",0,0,0,118,4.5,"https://www.amazon.com/dp/B07637WJN4","531.00",false,false,false,false,"Death by Espresso (A Bookstore Cafe Mystery Book 6)","https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/91d0Irw5+wL._AC_UL320_.jpg"
4,10,189,"1501110365",true,9.99,"USD",16.99,7,41.2,201576,4.7,"https://www.amazon.com/dp/1501110365","947407.20",false,false,false,false,"It Ends with Us: A Novel (1)","https://m.media-amazon.com/images/I/81s0B6NYXML._AC_UL320_.jpg"
4,11,190,"B00IR4J6RY",false,3.99,"USD",0,0,0,8825,4.5,"https://www.amazon.com/dp/B00IR4J6RY","39712.50",false,false,false,false,"A Cold Dark Place: An FBI Romantic Mystery and Suspense (Cold Justice Book 1)","https://m.media-amazon.com/images/I/81TMb0YNiYL._AC_UL320_.jpg"
4,12,191,"B09LCBWNT7",false,0,"USD",0,0,0,12890,4.5,"https://www.amazon.com/dp/B09LCBWNT7","58005.00",false,false,false,false,"This Place of Wonder: A Novel","https://m.media-amazon.com/images/I/815bZX+WHEL._AC_UL320_.jpg"
4,13,192,"B08ML1VL3Q",false,0,"USD",0,0,0,204,4,"https://www.amazon.com/dp/B08ML1VL3Q","816.00",false,false,false,false,"Friends and Foes: A Read Wine Bookstore Cozy Mystery Book 1","https://m.media-amazon.com/images/I/81pvqtojqOL._AC_UL320_.jpg"
4,14,193,"B002FU6LYC",false,2.99,"USD",0,0,0,172,4.2,"https://www.amazon.com/dp/B002FU6LYC","722.40",false,false,false,false,"The Last Bookstore In America","https://m.media-amazon.com/images/I/51qjx7D72NL._AC_UL320_.jpg"
4,15,194,"B07L7WVVKT",false,0,"USD",0,0,0,48,4.6,"https://www.amazon.com/dp/B07L7WVVKT","220.80",false,false,false,false,"A Gruesome Goal (Back Room Bookstore Cozy Mystery Book 4)","https://m.media-amazon.com/images/I/910rjYd0SNL._AC_UL320_.jpg"
4,16,195,"B08W56LG58",false,0,"USD",0,0,0,75,4.2,"https://www.amazon.com/dp/B08W56LG58","315.00",false,false,false,false,"Murderous Misprint (Old Bookstore Two-Hour Cozy Mysteries Book 2)","https://m.media-amazon.com/images/I/614BgR7sShL._AC_UL320_.jpg"
4,17,196,"B09JCB8TVP",false,49.99,"USD",0,0,0,148,4.5,"https://www.amazon.com/dp/B09JCB8TVP","666.00",false,false,false,false,"Sponsored Ad - aboxoo Metal Kids Bookshelf Freestanding for Children Room 25 inches Toddler Bookcase Toy Organizer White S...","https://m.media-amazon.com/images/I/714n+KGqLvL._AC_UL320_.jpg"
4,18,197,"B09S69W17Y",false,14.99,"USD",0,0,0,12,4.9,"https://www.amazon.com/dp/B09S69W17Y","58.80",false,false,false,false,"Sponsored Ad - TSOTMO Book Gift Bookworm Gift Quote Literature Gift for Fans Bookish Zipper Pouch Literary Couples Gift","https://m.media-amazon.com/images/I/715GPhrDZNL._AC_UL320_.jpg"
4,19,198,"1496732049",true,11.98,"USD",16.95,4.97,29.32,16325,4.3,"https://www.amazon.com/dp/1496732049","70197.50",false,false,false,false,"Sponsored Ad - The Second Mrs. Astor: A Heartbreaking Historical Novel of the Titanic","https://m.media-amazon.com/images/I/81xa3jP30gL._AC_UL320_.jpg"
4,20,199,"1949042251",false,10.99,"USD",0,0,0,426,4.1,"https://www.amazon.com/dp/1949042251","1746.60",false,false,false,false,"Sponsored Ad - The Man Who Corrupted Heaven","https://m.media-amazon.com/images/I/61ldY8tUPhL._AC_UL320_.jpg"
4,21,200,"059344955X",true,14,"USD",28.99,14.99,51.71,10211,4.5,"https://www.amazon.com/dp/059344955X","45949.50",false,false,false,false,"Dreamland: A Novel","https://m.media-amazon.com/images/I/9136kXA1i-L._AC_UL320_.jpg"
4,22,201,"B07DBVK4JD",false,0,"USD",0,0,0,160,4,"https://www.amazon.com/dp/B07DBVK4JD","640.00",false,false,false,false,"Murder in the Bookstore (An Amy King Murder Mystery Book 1)","https://m.media-amazon.com/images/I/71lJ1skbvdL._AC_UL320_.jpg"
4,23,202,"B0763N5BJM",false,0,"USD",0,0,0,217,4.1,"https://www.amazon.com/dp/B0763N5BJM","889.70",false,false,false,false,"Body In The Bookstore: A Small Town Mystery (Snow Ridge Mysteries Book 1)","https://m.media-amazon.com/images/I/91WFNIHSg0L._AC_UL320_.jpg"
4,24,203,"B075JLD7L7",false,7.99,"USD",0,0,0,489,4.6,"https://www.amazon.com/dp/B075JLD7L7","2249.40",false,false,false,false,"Lost Books and Old Bones: A Scottish Bookshop Mystery","https://m.media-amazon.com/images/I/91WaLM8QG3L._AC_UL320_.jpg"
4,25,204,"B091G7HQRW",false,12.99,"USD",0,0,0,1,5,"https://www.amazon.com/dp/B091G7HQRW","5.00",false,false,false,false,"Drunk On Books And Tea Vintage Dictionary Rustic Farmhouse Wood Wall Sign Decor, Cafe bookstore Decor, Book Tea Lover Gift","https://m.media-amazon.com/images/I/61A7mV4QNeS._AC_UL320_.jpg"
4,26,205,"B09JZ1QCS3",false,0,"USD",0,0,0,16,3.5,"https://www.amazon.com/dp/B09JZ1QCS3","56.00",false,false,false,false,"The Library Suicides","https://m.media-amazon.com/images/I/6134AyFyZqL._AC_UL320_.jpg"
4,27,206,"B09PMZ93DT",true,14.99,"USD",28.99,14,48.29,25934,4.2,"https://www.amazon.com/dp/B09PMZ93DT","108922.80",false,false,false,false,"No Plan B: A Jack Reacher Novel","https://m.media-amazon.com/images/I/81XnZPCUpxL._AC_UL320_.jpg"
4,28,207,"1496726537",true,9.99,"USD",16.95,6.96,41.06,5170,4.3,"https://www.amazon.com/dp/1496726537","22231.00",false,false,false,false,"The Nurse's Secret: A Thrilling Historical Novel of the Dark Side of Gilded Age New York City","https://m.media-amazon.com/images/I/81pA0ppfmUL._AC_UL320_.jpg"
4,30,209,"B09NGKWWGS",false,17.99,"USD",0,0,0,13,4.1,"https://www.amazon.com/dp/B09NGKWWGS","53.30",false,false,false,false,"Oubliert Vintage Bookstore Case Compatible with iPhone 12 Pro Max, Aesthetic Bookshelf Reading Lovers Case for iPhone 12 P...","https://m.media-amazon.com/images/I/71W1UkE+oML._AC_UL320_.jpg"
4,31,210,"0063209233",true,18.8,"USD",30,11.2,37.33,2535,4.7,"https://www.amazon.com/dp/0063209233","11914.50",false,false,true,false,"The Simply Happy Cookbook: 100-Plus Recipes to Take the Stress Out of Cooking (The Happy Cookbook Series)","https://m.media-amazon.com/images/I/81HE+JDes-L._AC_UL320_.jpg"
4,32,211,"B09M6FXZC9",false,17.99,"USD",0,0,0,23,4.4,"https://www.amazon.com/dp/B09M6FXZC9","101.20",false,false,false,false,"Oubliert Vintage Garden Library London Bookstore Case Compatible with iPhone 12/12 Pro, Aesthetic Bookshelf Reading Lovers...","https://m.media-amazon.com/images/I/71W1UkE+oML._AC_UL320_.jpg"
4,33,212,"1792373163",false,17.95,"USD",0,0,0,3,4.1,"https://www.amazon.com/dp/1792373163","12.30",false,false,false,false,"Sponsored Ad - O'Donovan's Travels: A Healer’s Potion","https://m.media-amazon.com/images/I/61x69oK0akL._AC_UL320_.jpg"
4,34,213,"B086PTDN2M",false,15.99,"USD",0,0,0,29,3.8,"https://www.amazon.com/dp/B086PTDN2M","110.20",false,false,false,false,"Sponsored Ad - The Decoys: A Tim and Mary Ann Hall Mystery (3)","https://m.media-amazon.com/images/I/6155pO323eL._AC_UL320_.jpg"
4,35,214,"B0BL2JVR6B",false,8.99,"USD",0,0,0,9,4.3,"https://www.amazon.com/dp/B0BL2JVR6B","38.70",false,false,false,false,"Sponsored Ad - Children of the Yew","https://m.media-amazon.com/images/I/71PVciyVYBL._AC_UL320_.jpg"
4,36,215,"B0B6XJHLQZ",false,5.99,"USD",0,0,0,1,2,"https://www.amazon.com/dp/B0B6XJHLQZ","2.00",false,false,false,false,"Sponsored Ad - The Dead of Covent Garden","https://m.media-amazon.com/images/I/51i6Be2Y37L._AC_UL320_.jpg"
4,37,216,"1538724731",true,11.26,"USD",16.99,5.73,33.73,193444,4.6,"https://www.amazon.com/dp/1538724731","889842.40",false,false,true,false,"Verity","https://m.media-amazon.com/images/I/41ZLnc34EiL._AC_UL320_.jpg"
4,38,217,"B00VKX6UWI",true,34.96,"USD",59.99,25.03,41.72,225,4.2,"https://www.amazon.com/dp/B00VKX6UWI","945.00",false,false,false,false,"Rosamunde Pilcher's Shades of Love","https://m.media-amazon.com/images/I/51hscEP5vSL._AC_UL320_.jpg"
4,39,218,"B0992S62MS",true,0,"USD",19.95,19.95,100,24,4.4,"https://www.amazon.com/dp/B0992S62MS","105.60",false,false,false,false,"The Machine Murders: Island Buoys","https://m.media-amazon.com/images/I/81nQsRHzHPS._AC_UL320_.jpg"
4,40,219,"B09QKSLPN9",true,14.99,"USD",29,14.01,48.31,22967,4.7,"https://www.amazon.com/dp/B09QKSLPN9","107944.90",false,false,true,false,"Desert Star (Renée Ballard Book 5)","https://m.media-amazon.com/images/I/7165XmbMsAL._AC_UL320_.jpg"
4,41,220,"B00E9DHKG6",false,0,"USD",0,0,0,104,4.2,"https://www.amazon.com/dp/B00E9DHKG6","436.80",false,false,false,false,"Self-Published Kindling: Memoirs of a Homeless Bookstore Owner","https://m.media-amazon.com/images/I/81Q6El+iRpL._AC_UL320_.jpg"
4,42,221,"B0B3BMF426",false,0,"USD",0,0,0,101,4.7,"https://www.amazon.com/dp/B0B3BMF426","474.70",false,false,false,false,"Tears In The Trap","https://m.media-amazon.com/images/I/81GUkv0cKDL._AC_UL320_.jpg"
4,43,222,"006288834X",true,14.99,"USD",23.99,9,37.52,22498,4.6,"https://www.amazon.com/dp/006288834X","103490.80",false,false,true,false,"The Stranger in the Lifeboat: A Novel","https://m.media-amazon.com/images/I/71Rde+ynASL._AC_UL320_.jpg"
4,45,224,"B09YLCWZYH",false,0,"USD",0,0,0,176,4.5,"https://www.amazon.com/dp/B09YLCWZYH","792.00",false,false,false,false,"Bear In A Bookstore (Estes Park Shifters Book 3)","https://m.media-amazon.com/images/I/91O4FXd1N9L._AC_UL320_.jpg"
4,46,225,"B09XSDYH69",false,4.99,"USD",0,0,0,67,4.6,"https://www.amazon.com/dp/B09XSDYH69","308.20",false,false,false,false,"The Happily Ever After Bookstore","https://m.media-amazon.com/images/I/71BooaP0ImL._AC_UL320_.jpg"
4,47,226,"0399562966",true,22.99,"USD",28,5.01,17.89,12964,4.6,"https://www.amazon.com/dp/0399562966","59634.40",false,false,false,false,"Horse: A Novel","https://m.media-amazon.com/images/I/81Kc9t8XGWL._AC_UL320_.jpg"
4,48,227,"B08NCZDX36",false,0,"USD",0,0,0,84,4.4,"https://www.amazon.com/dp/B08NCZDX36","369.60",false,false,false,false,"Dunes and Dead Bodies: A Read Wine Bookstore Cozy Mystery","https://m.media-amazon.com/images/I/81L+uCXDeGL._AC_UL320_.jpg"
4,49,228,"B00KJM6P76",false,0,"USD",0,0,0,2,5,"https://www.amazon.com/dp/B00KJM6P76","10.00",false,false,false,false,"The Bookstore Assistant: Gay Erotica for Men MM Romance Stories (High Street Hunger Book 1)","https://m.media-amazon.com/images/I/61N3DZrR4OL._AC_UL320_.jpg"
4,50,229,"B01BGAAQ92",true,2.99,"USD",5.99,3,50.08,2,5,"https://www.amazon.com/dp/B01BGAAQ92","10.00",false,false,false,false,"Naughty Bookstore Girls: Millionaire Store Owner Keeps His Employees In Line (Sexy Librarians Book 1)","https://m.media-amazon.com/images/I/81eJCwDNE8L._AC_UL320_.jpg"
4,51,230,"1250283302",true,16.99,"USD",30,13.01,43.37,1983,4.6,"https://www.amazon.com/dp/1250283302","9121.80",false,false,true,false,"Killing the Legends: The Lethal Danger of Celebrity","https://m.media-amazon.com/images/I/81FQD2oPzZL._AC_UL320_.jpg"
4,52,231,"B09888YX6N",false,2.99,"USD",0,0,0,25,4.4,"https://www.amazon.com/dp/B09888YX6N","110.00",false,false,false,false,"Chloe's Mountain","https://m.media-amazon.com/images/I/91oU4jcG9+S._AC_UL320_.jpg"
4,53,232,"1250031613",true,16.99,"USD",19.99,3,15.01,197,4.3,"https://www.amazon.com/dp/1250031613","847.10",false,false,false,false,"The Little Bookstore of Big Stone Gap: A Memoir of Friendship, Community, and the Uncommon Pleasure of a Good Book","https://m.media-amazon.com/images/I/71DNdaF9rqL._AC_UL320_.jpg"
4,54,233,"B0B2GSRYW9",false,11.99,"USD",0,0,0,11,4.5,"https://www.amazon.com/dp/B0B2GSRYW9","49.50",false,false,false,false,"2023 Sunsets Wall Calendar, 12-Inch x 9-Inch Size Closed, 18-Inch Size Open, Large Bookstore-Quality, Spiral-Bound Hanging...","https://m.media-amazon.com/images/I/71oN2D6nuKL._AC_UL320_.jpg"
4,55,234,"B08MKX8491",false,0,"USD",0,0,0,59,4.3,"https://www.amazon.com/dp/B08MKX8491","253.70",false,false,false,false,"Snow Globes and Secrets: A Read Wine Bookstore Cozy Mystery Book 2","https://m.media-amazon.com/images/I/81ZIHlIlS9L._AC_UL320_.jpg"
4,56,235,"0819228850",false,19.95,"USD",0,0,0,357,4.8,"https://www.amazon.com/dp/0819228850","1713.60",false,false,false,false,"Crazy Christians: A Call to Follow Jesus","https://m.media-amazon.com/images/I/51Z-BWUxPZL._AC_UL320_.jpg"
4,57,236,"B01N1LXZ53",false,0,"USD",0,0,0,12,4.3,"https://www.amazon.com/dp/B01N1LXZ53","51.60",false,false,false,false,"Bookstore on the Seine","https://m.media-amazon.com/images/I/81UwPnt15SL._AC_UL320_.jpg"
4,58,237,"B00SZIBQYI",false,1.99,"USD",0,0,0,23,4.6,"https://www.amazon.com/dp/B00SZIBQYI","105.80",false,false,false,false,"Mary Anne and the Haunted Bookstore (The Baby-Sitters Club Mystery #34) (The Baby-Sitters Club Mysteries)","https://m.media-amazon.com/images/I/91sImUXQ64L._AC_UL320_.jpg"
4,59,238,"1542025605",true,9.57,"USD",15.95,6.38,40,174667,4.7,"https://www.amazon.com/dp/1542025605","820934.90",false,false,true,false,"Reminders of Him: A Novel","https://m.media-amazon.com/images/I/617uZq23IPL._AC_UL320_.jpg"
4,60,239,"B0978WGGJH",false,0,"USD",0,0,0,52,4.4,"https://www.amazon.com/dp/B0978WGGJH","228.80",false,false,false,false,"Scandalous Snow Print: A Snowbound Christmas Whodunnit (Old Bookstore Two-Hour Cozy Mysteries Book 6)","https://m.media-amazon.com/images/I/71L2AGUxPxL._AC_UL320_.jpg"
